listing_id,operation,district,neighborhood,address,surface_m2,rooms,bathrooms,price_eur,price_per_m2,floor,elevator,balcony,furnished,condition,energy_certificate,has_parking,latitude,longitude,agency
ID_1942,buy,Sants-Montjuïc,Poble-sec,unknown,?,2+,N/A,1051119,?,1º,No,?,partially,?,?,N,41.0,?,Housfy
1944,buy,Sants-Montjuïc,Sagrada familia ,C/ Diagonal 349,79 m²,2,1 baño,342029 €,3897 €/m2,N/A,Y,no,partially,?,B,No,N/A,?,Fotocasa
1945,rent,Sant Martí,Sagrada Família,C/ Gran Via 362,86m2,2+,3,1256,N/A,2º,Y,No,Sí,nuevo,C,Sí,N/A,2.15051,Remax
,rent,Sants-Montjuïc,La Barceloneta,Passeig de Gràcia,146 m²,three,?,2831€,N/A,ático,yes,no,Sí,a reformar,N/A,Y,41.40976,2.0,unknown
ID_1946,alquiler,Ciutat Vella,El Clot,C/ Gran Via 240,50m2,?,two,1.200€,4113.94,2º,no,no,partially,N/A,N/A,?,?,N/A,Remax
ID_1947,venta,Les Corts,unknown,C/ Aragó 115,62 m²,?,?,?,6370 €/m2,N/A,Sí,No,N/A,?,?,Sí,41.39334,2.17371,Remax
,?,Nou Barris,?,unknown,208,2+,two,1814€,N/A,bajo,N,no,Sí,?,E,Sí,N/A,N/A,Idealista
,venta,Sant Andreu,Sant Antoni,C/ Diagonal 92,72 m²,?,2,N/A,?,ático,unknown,?,partially,average,?,Y,41.0,2.19183,Housfy
,lease,Unknown,Sagrada Família, ,64,5,two,283432 €,8278.41,4º,unknown,?,?,poor,A,No,N/A,N/A,Remax
ID_1951,VENDER,Eixample,Vila de Gràcia,C/ Aragó 208,111,?,N/A,190188 €,5191.47,1º,yes,?,partially,nuevo,?,Y,41.0,2.0,Housfy
1953,?,Sant Andreu,Sagrada familia , ,N/A,2+,1 baño,?,3983.98,3º,unknown,?,N/A,nuevo,B,unknown,41.0,N/A,Engel & Völkers
,VENDER,Horta-Guinardó,Sagrada familia , ,157,?,N/A,?,N/A,2º,yes,yes,Sí,?,F,Y,41.38532,?,Fotocasa
ID_1954,lease,SANTS,Les Corts,Calle Falsa 123,117 m²,2+,2,1226072,N/A,3º,Sí,No,N/A,N/A,F,Y,41.37862,2.0,Engel & Völkers
ID_1955,buy,Eixampl,El Born,unknown,48,N/A,?,4914€,?,N/A,yes,No,partially,a reformar,D,yes,?,N/A,Remax
,lease,Sarrià-Sant Gervasi,Diagonal Mar,unknown,61m2,5,1 baño,1114€,N/A,bajo,N,unknown,partially,nuevo,C,N,?,N/A,Engel & Völkers
1958,alquiler,Sant Martí,Diagonal Mar,C/ Aragó 61,115m2,three,N/A,433550 €,?,4º,yes,unknown,No,reformado,A,No,41.0,2.0,Fotocasa
,?,Sant Martí,El Clot,C/ Aragó 212,?,2+,N/A,1.200€,6658.78,sótano,Y,No,N/A,nuevo,E,N,41.0,2.0,unknown
ID_1959,VENDER,Sants-Montjuïc,El raval,unknown,?,three,N/A,1960147,7355 €/m2,4º,N,no,partially,good,D,yes,N/A,N/A,Fotocasa
1961,alquiler,Sarrià-Sant Gervasi,El Born, ,57m2,three,two,1361,7329 €/m2,sótano,Y,?,Sí,reformado,A,unknown,N/A,2.20724,Particular
ID_1961,rent,Sant Andreu,El Clot,C/ Mallorca 82,N/A,three,N/A,?,?,ático,yes,yes,partially,N/A,D,Y,?,2.0,Engel & Völkers
1963,?,gracia,Sagrada Família, ,219,6,1 baño,1.200€,N/A,bajo,?,yes,partially,good,D,Sí,N/A,2.16061,Engel & Völkers
,rent,Eixample,Vila de Gràcia,unknown,137 m²,?,N/A,N/A,7911 €/m2,N/A,N,No,N/A,a reformar,E,N,?,2.11794,Idealista
ID_1964,venta,Nou Barris,Vila de Gràcia,Passeig de Gràcia,227,three,1 baño,1468€,?,N/A,no,yes,?,reformado,E,unknown,41.0,2.0,Idealista
ID_1965,VENDER,Sant Andreu,Sagrada Família,C/ Diagonal 68,68 m²,three,N/A,N/A,6005 €/m2,1º,no,Sí,N/A,?,N/A,Sí,N/A,?,Housfy
1967,VENDER,Sant Andreu,El Clot,unknown,?,three,1 baño,N/A,?,2º,unknown,yes,partially,poor,B,?,41.0,N/A,Fotocasa
,alquiler,Nou Barris,El Clot,Passeig de Gràcia,?,2+,1 baño,489541 €,4623 €/m2,1º,Sí,yes,partially,nuevo,D,Y,41.3701,N/A,Remax
1969,buy,Gràcia,Sagrada Família, ,?,N/A,two,1.200€,N/A,bajo,unknown,Sí,N/A,?,G,Y,41.0,N/A,Fotocasa
,buy,Sant Martí,Sagrada familia ,Calle Falsa 123,?,2+,1,979€,4238 €/m2,N/A,N,?,?,good,B,no,41.41155,2.16964,Housfy
,alquiler,Horta-Guinardó,Diagonal Mar,Calle Falsa 123,174,N/A,1,4287€,N/A,2º,No,Sí,N/A,reformado,G,No,41.0,?,Idealista
,?,Les Corts,El Born,Calle Falsa 123,?,3,?,1181047,4505 €/m2,2º,Y,yes,No,N/A,N/A,unknown,41.39097,N/A,Particular
,alquiler,gracia,La Barceloneta,Calle Falsa 123,51m2,three,1,2114€,4778.99,3º,no,Sí,partially,average,?,No,41.37313,2.14378,Fotocasa
1974,lease,Horta-Guinardó,El raval,Calle Falsa 123,?,2+,2,?,6620 €/m2,bajo,unknown,No,No,nuevo,N/A,Sí,N/A,?,Remax
ID_1974,VENDER,Unknown,Les Corts,unknown,79,N/A,two,843872,?,N/A,yes,No,Sí,reformado,E,Y,41.37896,?,unknown
1976,alquiler,Ciutat Vella,Sagrada Família,Calle Falsa 123,132 m²,5,N/A,327647 €,9880.1,ático,no,No,?,reformado,B,N,?,2.0,Engel & Völkers
ID_1976,lease,Les Corts,Poble-sec,C/ Gran Via 326,117m2,6,N/A,?,8536.87,bajo,no,Sí,Sí,a reformar,E,No,?,2.0,Remax
,venta,Unknown,Poble-sec,Passeig de Gràcia,118m2,?,3,3547€,N/A,3º,No,?,?,reformado,A,Y,41.40302,2.10356,Engel & Völkers
,venta,Les Corts,El Born,unknown,237,2+,two,1986911,?,3º,Sí,no,No,poor,D,Y,N/A,N/A,Idealista
,alquiler,Sant Martí,unknown, ,?,?,3,?,3695 €/m2,4º,?,No,partially,?,D,unknown,41.0,?,Particular
,venta,Eixample,Vila de Gràcia,C/ Aragó 278,85m2,?,two,2021€,N/A,4º,unknown,unknown,partially,a reformar,F,yes,41.0,?,Particular
,?,gracia,El Clot, ,42 m²,2+,N/A,1323465,3808 €/m2,1º,no,Sí,Sí,a reformar,?,unknown,N/A,2.15831,Remax
1983,buy,Eixampl,El Raval,unknown,105m2,?,?,1.200€,?,3º,Sí,unknown,N/A,N/A,N/A,yes,N/A,2.0,Engel & Völkers
,rent,Eixampl,Sagrada Família,unknown,61 m²,4,1 baño,?,8724.51,1º,Sí,No,Sí,good,D,Y,N/A,2.0,unknown
1985,?,Sants-Montjuïc,La Barceloneta,Calle Falsa 123,63 m²,N/A,?,160374 €,N/A,2º,No,?,No,a reformar,A,unknown,41.0,?,Housfy
,?,Horta-Guinardó,La Barceloneta,unknown,123 m²,?,N/A,1356831,N/A,ático,yes,no,No,a reformar,?,yes,41.0,2.18178,Particular
,alquiler,SANTS,unknown,Passeig de Gràcia,?,?,N/A,1.200€,6148 €/m2,2º,no,yes,partially,nuevo,D,yes,N/A,?,Remax
1988,?,Sants-Montjuïc,La Barceloneta,Calle Falsa 123,137 m²,4,1,2509€,N/A,ático,no,N,?,nuevo,G,Y,41.39733,2.1281,unknown
1989,venta,Ciutat Vella,?,C/ Diagonal 6,125 m²,2+,N/A,N/A,?,N/A,Y,no,partially,average,G,?,41.0,?,Housfy
,?,Eixample,El Raval, ,101m2,three,N/A,N/A,N/A,1º,Sí,yes,Sí,poor,?,unknown,41.0,2.13087,unknown
1991,lease,Sant Andreu,La Barceloneta,Calle Falsa 123,?,N/A,3,985092,3166 €/m2,2º,unknown,Y,Sí,good,B,yes,41.0,2.0,Fotocasa
ID_1991,venta,Sarrià-Sant Gervasi,Diagonal Mar,unknown,144 m²,three,1 baño,N/A,N/A,2º,no,no,N/A,good,D,Sí,N/A,N/A,Engel & Völkers
1993,rent,Sarrià-Sant Gervasi,unknown,Calle Falsa 123,58m2,three,2,4121€,?,N/A,yes,unknown,N/A,nuevo,E,N,?,2.0,Remax
,rent,Unknown,Sant Antoni,C/ Diagonal 14,?,1,2,4278€,?,bajo,Sí,No,N/A,good,N/A,?,41.0,N/A,Housfy
ID_1994,alquiler,Unknown,El Clot,Calle Falsa 123,95m2,2,1,?,?,3º,Sí,Sí,partially,N/A,B,Y,41.42362,?,Fotocasa
,rent,SANTS,El Raval,Calle Falsa 123,?,2,N/A,1764€,7030 €/m2,N/A,yes,no,N/A,a reformar,G,?,N/A,N/A,Idealista
,venta,Nou Barris,Vila de Gràcia,unknown,248,?,1 baño,1247235,N/A,sótano,yes,no,N/A,reformado,C,yes,41.0,2.11994,Remax
1998,lease,Eixampl,Les Corts,Passeig de Gràcia,93,3,two,N/A,3606 €/m2,bajo,?,?,N/A,reformado,A,No,N/A,2.0,unknown
ID_1998,buy,Sant Martí,Vila de Gràcia,Calle Falsa 123,?,6,1 baño,1.200€,?,1º,N,unknown,No,poor,E,N,41.0,2.21429,unknown
2000,lease,Eixampl,Sagrada familia ,Passeig de Gràcia,N/A,2,two,1.200€,?,bajo,?,yes,partially,good,C,no,?,2.20581,Engel & Völkers
2001,VENDER,Ciutat Vella,El Clot,unknown,47,2+,1 baño,1305626,3485.78,3º,yes,Y,N/A,N/A,B,Sí,41.0,?,Particular
ID_2001,rent,Sants-Montjuïc,?,C/ Diagonal 392,?,three,?,N/A,?,bajo,yes,unknown,No,?,?,no,N/A,?,Engel & Völkers
2003,buy,Ciutat Vella,unknown,Calle Falsa 123,104m2,2+,two,240485 €,?,sótano,No,Y,N/A,good,C,No,?,N/A,Engel & Völkers
ID_2003,lease,Unknown,?,C/ Diagonal 37,?,three,N/A,N/A,3960 €/m2,N/A,No,no,Sí,poor,A,unknown,?,2.15489,Housfy
,alquiler,Unknown,unknown,Passeig de Gràcia,131,three,two,4416€,6118 €/m2,N/A,unknown,Y,Sí,N/A,C,yes,41.0,N/A,Remax
ID_2005,venta,Sants-Montjuïc,El Raval,Passeig de Gràcia,132 m²,three,N/A,1.200€,?,bajo,no,N,Sí,poor,E,yes,N/A,2.0,Particular
2007,alquiler,Gràcia,Les Corts,C/ Gran Via 48,102 m²,2+,?,1.200€,?,1º,no,?,N/A,a reformar,D,yes,N/A,N/A,Particular
,lease,Eixample,Sagrada familia ,C/ Diagonal 368,N/A,1,N/A,1.200€,N/A,bajo,unknown,?,No,N/A,?,Y,41.0,2.16559,Engel & Völkers
2009,?,Sarrià-Sant Gervasi,Sagrada Família,Calle Falsa 123,59 m²,4,1 baño,1608534,N/A,4º,unknown,?,?,a reformar,C,unknown,41.0,2.0,Particular
2010,alquiler,Les Corts,El raval,unknown,109m2,2+,N/A,N/A,N/A,2º,Y,No,partially,average,B,Sí,?,N/A,unknown
,VENDER,Eixample,unknown,Calle Falsa 123,?,2+,N/A,1201941,7256 €/m2,4º,no,N,Sí,reformado,B,No,N/A,2.18684,Fotocasa
2012,lease,Sant Martí,El Born,C/ Gran Via 398,39,three,?,2963€,N/A,3º,?,?,No,good,N/A,No,N/A,2.0,Remax
ID_2012,rent,Ciutat Vella,Vila de Gràcia,Passeig de Gràcia,73m2,N/A,3,N/A,N/A,ático,Sí,yes,No,?,A,N,N/A,N/A,Fotocasa
2014,VENDER,Eixampl,Sant Antoni,Calle Falsa 123,73m2,4,?,310029 €,N/A,4º,?,?,N/A,poor,?,unknown,?,N/A,unknown
2015,lease,Eixampl,Sagrada familia ,unknown,N/A,N/A,1 baño,1.200€,N/A,bajo,?,?,Sí,a reformar,F,Sí,?,2.18233,Remax
,rent,Ciutat Vella,Diagonal Mar,Passeig de Gràcia,175,three,?,N/A,9722.44,2º,N,yes,No,nuevo,G,?,41.4263,?,Housfy
,alquiler,Sant Martí,Vila de Gràcia, ,?,three,1 baño,1.200€,N/A,3º,Sí,no,No,poor,B,yes,41.39352,2.0,Particular
ID_2017,buy,Sant Martí,Poble-sec,unknown,181,?,2,N/A,N/A,ático,Y,?,Sí,poor,G,No,?,?,Idealista
2019,venta,Sant Martí,El Raval,Calle Falsa 123,77,2,two,1.200€,N/A,sótano,Y,unknown,No,average,G,Sí,N/A,?,Housfy
ID_2019,lease,Gràcia,El Born,Passeig de Gràcia,?,N/A,2,2185€,?,bajo,no,Sí,Sí,N/A,G,?,?,2.0,Idealista
,lease,Unknown,Les Corts,Passeig de Gràcia,47 m²,N/A,1 baño,147357,5612.22,3º,Sí,?,?,a reformar,N/A,no,?,2.19426,Engel & Völkers
2022,venta,Ciutat Vella,Diagonal Mar,Calle Falsa 123,122 m²,1,two,?,?,3º,No,Y,Sí,N/A,C,Y,?,2.0,Fotocasa
,buy,Horta-Guinardó,Sant Antoni,Calle Falsa 123,66 m²,?,1 baño,429699 €,7815 €/m2,sótano,unknown,no,Sí,nuevo,E,?,?,2.15247,Remax
2024,alquiler,Ciutat Vella,Les Corts,Calle Falsa 123,38,2+,?,2828,2437.06,3º,N,Y,?,reformado,F,No,41.39796,N/A,Particular
,rent,Eixampl,Vila de Gràcia,C/ Mallorca 179,N/A,three,?,4733,?,ático,No,N,partially,?,E,unknown,41.36863,N/A,Housfy
,?,Nou Barris,Les Corts,unknown,N/A,5,1 baño,195563 €,N/A,1º,no,Sí,Sí,reformado,A,no,41.37762,N/A,Engel & Völkers
,alquiler,gracia,?,unknown,60m2,three,?,3898,9331.36,4º,?,No,Sí,nuevo,D,Y,41.0,N/A,Remax
2028,venta,Gràcia,Sant Antoni,Passeig de Gràcia,41 m²,2+,?,1.200€,?,3º,unknown,?,?,poor,A,Sí,41.3538,?,Particular
ID_2028,?,Les Corts,Diagonal Mar,Passeig de Gràcia,125,?,3,177237 €,?,2º,?,Y,partially,good,N/A,Sí,?,N/A,Engel & Völkers
2030,lease,Sarrià-Sant Gervasi,El raval, ,108,2+,?,405425 €,N/A,bajo,Sí,Sí,N/A,?,E,?,41.0,2.17911,Engel & Völkers
,?,Sant Martí,Vila de Gràcia,unknown,176,N/A,2,194562 €,?,N/A,unknown,unknown,No,reformado,A,Sí,N/A,2.0,Fotocasa
ID_2031,?,SANTS,El Raval,unknown,?,?,N/A,?,4904.95,2º,unknown,Sí,No,poor,A,yes,41.38765,N/A,Remax
,venta,Sarrià-Sant Gervasi,Sagrada familia ,unknown,?,N/A,3,205199 €,?,sótano,Sí,Sí,N/A,?,E,N,41.0,2.0,Idealista
,?,Sarrià-Sant Gervasi,El Raval,unknown,108,three,two,4950€,?,2º,?,unknown,N/A,average,F,Y,N/A,2.0,unknown
ID_2034,lease,Eixampl,El Clot,C/ Diagonal 123,100 m²,5,N/A,N/A,?,sótano,Sí,no,N/A,poor,D,unknown,41.384,N/A,Particular
ID_2035,alquiler,Eixampl,El Born,unknown,56m2,three,3,1.200€,N/A,3º,No,No,No,N/A,B,unknown,41.41827,2.15029,Housfy
ID_2036,buy,Sant Andreu,Sagrada Família,Calle Falsa 123,?,N/A,?,?,9743.04,4º,Sí,Sí,Sí,nuevo,G,Y,41.0,2.20274,Remax
ID_2037,rent,Unknown,La Barceloneta,C/ Mallorca 291,79m2,three,two,824€,N/A,1º,No,No,No,poor,E,?,N/A,2.20614,Remax
,VENDER,Gràcia,Sant Antoni, ,?,2+,?,N/A,N/A,4º,yes,Y,?,?,C,Sí,41.38885,2.0,Fotocasa
,buy,Sant Martí,Sagrada Família,unknown,N/A,4,3,469656,9189.96,N/A,Sí,N,No,average,?,?,?,2.0,Engel & Völkers
2041,buy,Ciutat Vella,El raval,Passeig de Gràcia,63,4,N/A,1.200€,N/A,sótano,Y,yes,No,a reformar,F,unknown,41.35924,N/A,unknown
,buy,Sants-Montjuïc,Diagonal Mar,Passeig de Gràcia,127,N/A,?,1.200€,N/A,sótano,N,no,No,good,F,N,N/A,?,Housfy
,alquiler,Gràcia,?, ,145 m²,6,two,4707,4343.34,sótano,Y,Sí,?,a reformar,G,Y,41.0,N/A,Particular
,lease,Sant Andreu,?,Calle Falsa 123,?,?,two,?,3943 €/m2,ático,no,?,partially,average,?,Sí,?,?,Fotocasa
,venta,Eixampl,?, ,100,three,?,4154€,8764.66,4º,no,yes,Sí,reformado,F,Sí,?,N/A,Housfy
2046,alquiler,Ciutat Vella,El raval,C/ Aragó 310,45 m²,three,1 baño,1.200€,9227.63,1º,unknown,unknown,No,N/A,A,?,41.0,2.0,Engel & Völkers
ID_2046,venta,Gràcia,El Clot,Calle Falsa 123,211,N/A,?,411189 €,?,N/A,No,yes,No,?,?,no,41.0,2.15545,Particular
ID_2047,?,Sant Andreu,Diagonal Mar,Calle Falsa 123,?,N/A,1,?,?,bajo,yes,?,N/A,average,?,?,41.3974,?,Idealista
,lease,Eixampl,Diagonal Mar,Calle Falsa 123,53m2,?,N/A,?,N/A,bajo,N,Y,partially,average,A,yes,41.0,?,Remax
,venta,Unknown,Vila de Gràcia,C/ Mallorca 383,120 m²,N/A,1 baño,1.200€,8637.89,ático,No,unknown,N/A,poor,A,Y,41.41663,2.18346,Idealista
,lease,Eixampl,Diagonal Mar, ,192,2+,N/A,?,6475.48,bajo,unknown,No,Sí,poor,?,yes,41.0,N/A,Particular
ID_2051,VENDER,Sant Andreu,La Barceloneta,unknown,101m2,three,two,1.200€,N/A,ático,Sí,yes,partially,nuevo,D,N,N/A,2.15811,unknown
,alquiler,SANTS,La Barceloneta,C/ Diagonal 364,?,2+,two,1699€,7996 €/m2,N/A,yes,N,partially,?,G,no,?,2.13333,Particular
2054,lease,Sant Andreu,Sagrada Família, ,?,2+,?,767367,4756.07,N/A,no,N,N/A,?,B,yes,?,?,Housfy
,buy,Sarrià-Sant Gervasi,Sagrada familia ,C/ Aragó 77,63m2,?,1,318920 €,?,2º,unknown,?,Sí,average,A,No,N/A,?,unknown
ID_2055,VENDER,Sant Andreu,El Born,Calle Falsa 123,140 m²,N/A,3,?,?,ático,N,unknown,Sí,N/A,C,Y,41.0,?,Idealista
ID_2056,?,Les Corts,Diagonal Mar,C/ Gran Via 70,?,2+,?,132248 €,?,1º,?,Sí,Sí,reformado,?,Y,?,2.20967,Remax
ID_2057,rent,Unknown,La Barceloneta,C/ Gran Via 335,80,?,two,?,?,3º,?,Sí,?,average,N/A,No,?,?,unknown
ID_2058,buy,Horta-Guinardó,Sagrada familia ,Passeig de Gràcia,75 m²,?,1,1.200€,4806 €/m2,2º,Sí,unknown,?,poor,?,?,41.0,?,Housfy
,alquiler,Sarrià-Sant Gervasi,Poble-sec,Calle Falsa 123,N/A,2,N/A,1533,4081.19,2º,Y,Y,Sí,nuevo,C,?,41.0,?,unknown
ID_2060,rent,Sarrià-Sant Gervasi,Diagonal Mar, ,?,N/A,?,?,3365 €/m2,2º,yes,no,No,average,B,?,N/A,2.0,Fotocasa
ID_2061,VENDER,Gràcia,Sant Antoni, ,219,?,3,N/A,3624 €/m2,bajo,Y,no,partially,nuevo,A,yes,N/A,2.0,Fotocasa
2063,rent,Gràcia,Sagrada Família,unknown,?,2+,1 baño,N/A,5737.17,sótano,No,Sí,N/A,N/A,F,Y,41.42159,2.0,Housfy
2064,rent,Ciutat Vella,El Born, ,93m2,6,two,3427€,4564.84,4º,No,no,N/A,poor,N/A,no,41.42097,?,Remax
ID_2064,rent,SANTS,Sagrada Família, ,70 m²,2+,1,N/A,?,2º,no,?,partially,poor,C,Sí,N/A,2.0,Idealista
,alquiler,gracia,Les Corts, ,N/A,?,3,2599€,9073.29,2º,N,yes,Sí,good,?,No,41.0,2.0,Particular
,?,Ciutat Vella,Vila de Gràcia, ,65m2,?,?,1501629,?,bajo,yes,no,Sí,average,A,yes,41.0,2.21568,Remax
,VENDER,Sant Andreu,?, ,247,N/A,two,?,7455 €/m2,3º,unknown,?,Sí,reformado,?,Sí,41.0,?,Idealista
ID_2068,lease,SANTS,Diagonal Mar,Passeig de Gràcia,?,4,?,?,3437.17,bajo,?,?,partially,nuevo,N/A,Sí,41.0,?,Remax
ID_2069,alquiler,Eixample,Les Corts,Calle Falsa 123,?,5,two,249355 €,5951 €/m2,1º,unknown,?,?,N/A,C,Y,?,?,Housfy
,buy,Horta-Guinardó,Sant Antoni,unknown,N/A,?,1 baño,1.200€,9636.22,3º,Y,N,N/A,a reformar,N/A,yes,41.36061,?,Fotocasa
2072,rent,Sants-Montjuïc,El raval,unknown,93 m²,three,two,987,?,N/A,yes,yes,?,good,A,Sí,41.0,2.0,Idealista
ID_2072,?,Horta-Guinardó,Vila de Gràcia,C/ Diagonal 307,115m2,2+,3,2402€,N/A,sótano,yes,unknown,partially,good,C,yes,?,N/A,unknown
,VENDER,gracia,Poble-sec,unknown,N/A,2+,two,1043€,4070.17,1º,yes,no,partially,poor,A,Y,41.3948,N/A,Engel & Völkers
,buy,SANTS,Sagrada Família,Passeig de Gràcia,93m2,3,N/A,1.200€,N/A,ático,Sí,No,N/A,nuevo,C,?,41.0,?,Housfy
2076,VENDER,Eixample,Sagrada Família,unknown,?,2+,1 baño,N/A,N/A,ático,Sí,Sí,N/A,?,E,no,41.0,2.21236,Engel & Völkers
2077,venta,Les Corts,La Barceloneta, ,160,1,?,712375,?,2º,No,no,Sí,nuevo,C,?,41.0,N/A,Remax
2078,venta,Nou Barris,unknown,Calle Falsa 123,?,3,two,311085 €,?,1º,Sí,Y,Sí,poor,C,yes,41.0,2.11675,unknown
2079,venta,Sants-Montjuïc,La Barceloneta,Calle Falsa 123,94m2,N/A,?,1831086,3037.11,N/A,Sí,no,No,reformado,A,N,41.36051,2.0,Housfy
ID_2079,rent,Horta-Guinardó,unknown,unknown,157,N/A,2,1.200€,9995.36,3º,yes,yes,N/A,reformado,D,yes,?,?,Idealista
,rent,SANTS,Sagrada familia , ,46 m²,three,two,225625 €,4187 €/m2,1º,Y,unknown,partially,nuevo,D,No,N/A,2.0,unknown
ID_2081,buy,Gràcia,Sagrada Família, ,?,2+,2,195493 €,6580 €/m2,3º,no,No,No,?,G,N,N/A,N/A,unknown
2083,?,Les Corts,?,unknown,73m2,?,1,1319382,N/A,bajo,Y,Y,N/A,N/A,F,unknown,N/A,2.0,Fotocasa
ID_2083,VENDER,Sant Martí,El Clot,Calle Falsa 123,N/A,three,N/A,1.200€,3212 €/m2,4º,N,Y,N/A,good,F,Sí,41.0,?,Remax
2085,venta,Sarrià-Sant Gervasi,Les Corts, ,?,three,two,140712 €,6402 €/m2,sótano,No,yes,?,N/A,A,yes,41.0,N/A,Engel & Völkers
ID_2085,buy,Sant Andreu,El Born,unknown,146 m²,2+,1 baño,?,N/A,4º,unknown,Sí,partially,reformado,N/A,Sí,41.38181,2.15949,Particular
,rent,Gràcia,El Born,unknown,69 m²,N/A,1 baño,105992 €,?,ático,N,unknown,N/A,?,F,N,N/A,2.16146,Housfy
,lease,Unknown,Sagrada familia ,unknown,?,N/A,two,977304,5726 €/m2,3º,Y,N,?,a reformar,D,N,N/A,2.13882,Particular
ID_2088,alquiler,Sants-Montjuïc,La Barceloneta,C/ Aragó 117,127 m²,three,3,174102 €,7882 €/m2,sótano,?,unknown,partially,N/A,A,Sí,N/A,?,Particular
2090,?,gracia,El raval, ,N/A,2+,1 baño,1.200€,?,3º,Y,?,N/A,reformado,G,unknown,N/A,N/A,Remax
2091,venta,Eixample,unknown,unknown,N/A,three,two,1.200€,4291.38,2º,no,Y,No,poor,N/A,N,?,2.15189,Remax
ID_2091,venta,SANTS,El Clot,unknown,N/A,N/A,3,161209 €,6601 €/m2,2º,yes,Y,No,N/A,?,No,41.36314,2.0,Housfy
ID_2092,lease,Sants-Montjuïc,El raval,Calle Falsa 123,58m2,N/A,?,2879€,4552 €/m2,ático,Y,Y,?,reformado,?,N,41.40468,?,Fotocasa
,buy,Nou Barris,El raval,Passeig de Gràcia,207,?,N/A,N/A,6643 €/m2,2º,?,No,Sí,poor,G,No,N/A,N/A,Engel & Völkers
,alquiler,Horta-Guinardó,Sagrada Família,Passeig de Gràcia,207,three,?,338780 €,?,4º,unknown,yes,N/A,N/A,F,Sí,N/A,2.18006,Idealista
,venta,Sant Martí,El Born,unknown,?,4,2,1.200€,?,2º,unknown,yes,No,poor,G,No,41.42729,2.12276,Fotocasa
ID_2096,?,Les Corts,Les Corts,unknown,47,N/A,?,431198 €,5988 €/m2,N/A,no,No,?,a reformar,D,unknown,N/A,?,unknown
ID_2097,buy,Sant Martí,Poble-sec,C/ Mallorca 118,87m2,N/A,two,4580€,2589.59,ático,Y,N,?,average,?,No,41.0,2.11108,Remax
2099,rent,Nou Barris,Sagrada Família,unknown,118m2,three,2,?,6132 €/m2,sótano,no,no,No,N/A,N/A,yes,?,2.0,Remax
ID_2099,venta,Sant Andreu,El raval, ,?,three,?,325281,9782.45,ático,no,unknown,Sí,reformado,B,yes,41.37882,2.0,Idealista
,buy,Sant Andreu,Diagonal Mar,C/ Aragó 308,50m2,2,N/A,843€,7662 €/m2,bajo,N,No,?,good,F,Sí,41.0,N/A,Idealista
2102,venta,Les Corts,El Born,Calle Falsa 123,N/A,2+,?,1.200€,2177.97,bajo,no,yes,partially,reformado,G,N,41.40547,?,unknown
,?,gracia,?,C/ Diagonal 312,?,4,1,398944,7359 €/m2,3º,Y,Sí,No,nuevo,C,?,?,2.0,Engel & Völkers
2104,?,Eixampl,Les Corts,unknown,N/A,2+,N/A,?,6818.89,sótano,yes,Sí,N/A,average,?,yes,?,N/A,unknown
2105,lease,Gràcia,unknown, ,125,N/A,3,1824203,6439 €/m2,1º,N,N,?,nuevo,D,yes,41.4174,?,Remax
,VENDER,Les Corts,unknown,unknown,125 m²,?,3,466747 €,3592.76,1º,yes,?,partially,poor,D,?,?,2.0,Remax
2107,venta,Eixample,?,Passeig de Gràcia,64,N/A,N/A,1.200€,N/A,2º,unknown,unknown,Sí,reformado,N/A,no,41.39886,2.12777,Idealista
2108,alquiler,Gràcia,unknown,C/ Gran Via 51,?,?,two,N/A,4846 €/m2,N/A,?,?,?,N/A,F,?,N/A,N/A,Remax
2109,alquiler,Sants-Montjuïc,El raval,Calle Falsa 123,106,three,2,1.200€,N/A,2º,Y,yes,No,poor,F,yes,41.0,2.14312,Engel & Völkers
ID_2109,lease,Sant Andreu,Sagrada familia ,Passeig de Gràcia,147 m²,2+,?,1.200€,N/A,1º,No,yes,?,a reformar,C,No,41.0,?,Engel & Völkers
,rent,SANTS,Sagrada familia ,Calle Falsa 123,87m2,three,1,N/A,7654 €/m2,N/A,unknown,Y,Sí,N/A,G,N,N/A,?,Housfy
ID_2111,?,Unknown,Vila de Gràcia,Passeig de Gràcia,?,N/A,2,1.200€,8457.07,N/A,Y,no,partially,average,A,?,41.0,2.21757,Particular
2113,buy,Eixample,Sagrada Família, ,105,2+,N/A,3755€,7686.77,N/A,unknown,Sí,N/A,N/A,?,Y,?,?,Fotocasa
,alquiler,Eixample,Sagrada familia ,Calle Falsa 123,N/A,N/A,3,2597,7310.71,N/A,unknown,No,?,?,N/A,Sí,41.0,?,Remax
ID_2114,?,Gràcia,El raval, ,N/A,5,two,N/A,N/A,1º,Sí,yes,?,reformado,C,no,41.4006,2.16818,Remax
ID_2115,?,Sants-Montjuïc,El Born,Calle Falsa 123,67m2,N/A,two,1.200€,?,N/A,?,Sí,partially,a reformar,G,No,?,N/A,Engel & Völkers
,?,Sarrià-Sant Gervasi,Sant Antoni,C/ Diagonal 33,N/A,three,?,1116540,3660 €/m2,sótano,Sí,?,?,average,F,Sí,41.0,2.0,Housfy
ID_2117,venta,Gràcia,El Raval,unknown,127 m²,4,?,221822 €,4853 €/m2,2º,yes,unknown,partially,poor,A,no,N/A,N/A,Housfy
