listing_id,operation,district,neighborhood,address,surface_m2,rooms,bathrooms,price_eur,price_per_m2,floor,elevator,balcony,furnished,condition,energy_certificate,has_parking,latitude,longitude,agency
,,Sant Martí,Sagrada Família,,,4,,1200.0,,1º,False,,,good,C,,,,Remax
ID_621,venta,Les Corts,Sagrada familia,Passeig de Gràcia,188.0,2,,364333.0,908685.0,ático,False,,,nuevo,A,True,,2.0,Particular
ID_622,rent,SANTS,,Passeig de Gràcia,,,1,,,sótano,True,,True,reformado,G,,41.0,,Housfy
,rent,Eixample,El Clot,,,2,,,,3º,,False,,average,C,True,,,Particular
625,rent,gracia,El Raval,,65.0,2,,1200.0,,4º,False,False,,good,C,False,41.0,2.21217,Housfy
,lease,Sant Martí,Sagrada Família,Passeig de Gràcia,,3,2,,,sótano,True,True,False,reformado,F,,41.0,,
627,alquiler,SANTS,El Born,Passeig de Gràcia,,2,,1200.0,4366.0,1º,False,False,,reformado,,True,,2.0,Remax
,VENDER,Eixampl,Vila de Gràcia,C/ Diagonal 323,,,,1200.0,799065.0,3º,,True,,reformado,,True,,,Engel & Völkers
629,rent,Gràcia,El raval,,135.0,3,,3104.0,600259.0,1º,False,,,average,A,True,,,Idealista
,,Ciutat Vella,El Clot,C/ Aragó 186,165.0,,2,362312.0,6766.0,ático,True,,False,a reformar,D,,,2.0,
,VENDER,SANTS,Diagonal Mar,C/ Aragó 335,99.0,,1,345257.0,898459.0,ático,False,True,,poor,B,False,41.36131,2.0,
,buy,Eixample,Diagonal Mar,Passeig de Gràcia,,3,,,3847.0,1º,True,True,False,,E,True,41.41422,2.0,Particular
ID_632,VENDER,SANTS,El Raval,Calle Falsa 123,,2,,1965.0,,ático,,True,,nuevo,,,,,
634,venta,Horta-Guinardó,Les Corts,Calle Falsa 123,,,2,1200.0,27782.0,4º,False,False,True,,B,True,41.0,,Housfy
ID_634,alquiler,Ciutat Vella,Sagrada familia,,72.0,3,,,,ático,False,False,,a reformar,A,False,,2.1315,Housfy
ID_635,buy,Ciutat Vella,La Barceloneta,C/ Mallorca 42,120.0,3,,,,bajo,True,True,True,good,G,False,,2.0,Idealista
637,alquiler,Sants-Montjuïc,El Born,C/ Mallorca 242,,2,,471412.0,,1º,True,False,,good,A,True,41.0,2.15051,Particular
638,lease,Nou Barris,Diagonal Mar,,76.0,,3,1200.0,3805.0,4º,True,True,False,poor,,True,41.0,,Remax
,rent,SANTS,La Barceloneta,,44.0,4,2,245691.0,,3º,,False,,good,,False,41.35724,2.0,Particular
640,lease,Eixample,Les Corts,Calle Falsa 123,106.0,3,,,,sótano,,False,,,,False,41.42847,2.13086,
,venta,SANTS,Les Corts,,85.0,4,1,,,sótano,True,True,,average,,False,,2.0,Engel & Völkers
,buy,Eixample,Sagrada familia,,,,2,,4661.0,,True,,,poor,A,False,41.36922,,Housfy
,,Eixampl,Diagonal Mar,,,3,,1724.0,,bajo,False,False,True,good,A,False,,,Particular
644,,SANTS,Poble-sec,C/ Mallorca 261,95.0,,2,971534.0,802725.0,bajo,False,,,nuevo,D,True,,,Housfy
,buy,Sant Andreu,,C/ Aragó 25,69.0,3,2,1955410.0,687632.0,ático,True,True,,,F,True,,2.0,Housfy
ID_645,lease,Sarrià-Sant Gervasi,,,,,2,,,,True,True,False,,C,False,41.0,2.14172,Engel & Völkers
647,venta,Unknown,Sagrada Família,,65.0,,3,3458.0,3439.0,sótano,,False,True,good,F,True,41.0,2.0,
648,venta,Eixampl,Vila de Gràcia,C/ Mallorca 97,,4,2,1200.0,,3º,False,,,good,B,True,,2.0,Housfy
649,buy,Unknown,Sagrada familia,,132.0,,2,,,ático,,,False,poor,G,False,41.35696,2.19604,Particular
,venta,Gràcia,El Raval,Passeig de Gràcia,40.0,3,1,394386.0,,bajo,,True,,,B,False,41.38487,2.21761,Particular
651,rent,Ciutat Vella,El Raval,Passeig de Gràcia,147.0,,2,,,1º,,False,True,reformado,F,True,41.0,,Remax
ID_651,buy,Horta-Guinardó,El raval,Calle Falsa 123,82.0,2,2,,,3º,True,False,,average,,True,,,Remax
,lease,Ciutat Vella,El Raval,,,2,1,3488.0,,1º,True,True,,,,False,41.0,2.0,Engel & Völkers
654,VENDER,Nou Barris,El Clot,,,,1,429498.0,,sótano,True,True,True,,,True,41.0,2.0,Remax
ID_654,alquiler,Sants-Montjuïc,,,,,,,,,False,False,True,good,,False,41.0,2.13453,Remax
,rent,Horta-Guinardó,El raval,Calle Falsa 123,84.0,2,,,5629.0,4º,,True,,reformado,A,True,,2.0,Idealista
ID_656,venta,Ciutat Vella,La Barceloneta,C/ Diagonal 364,112.0,3,2,1837651.0,41282.0,ático,False,True,,average,E,False,,,Engel & Völkers
ID_657,lease,SANTS,,C/ Diagonal 370,,2,1,,,1º,True,False,,,F,True,,,Housfy
659,VENDER,Sant Andreu,Sagrada Família,Calle Falsa 123,140.0,3,2,,,4º,True,False,,a reformar,B,,41.0,2.20893,Remax
660,alquiler,Unknown,La Barceloneta,C/ Diagonal 242,54.0,,2,,,4º,False,,,,F,False,,,Idealista
ID_660,lease,Eixampl,,C/ Aragó 5,110.0,,,1200.0,,1º,False,True,,good,,,,2.0,Housfy
,venta,Gràcia,Diagonal Mar,Calle Falsa 123,55.0,,2,175679.0,,4º,False,True,,poor,,False,,,Fotocasa
ID_662,VENDER,Horta-Guinardó,Diagonal Mar,Passeig de Gràcia,89.0,,,,,,,False,,reformado,,True,,2.14189,
,lease,Sants-Montjuïc,Vila de Gràcia,,204.0,2,,1692711.0,,2º,False,False,,,,,,,Idealista
665,alquiler,Sant Andreu,La Barceloneta,,163.0,2,2,,,ático,True,False,False,average,C,False,41.41306,,Particular
ID_665,VENDER,Sant Martí,Les Corts,,71.0,3,1,1679913.0,471755.0,,True,,,good,D,True,41.0,,
,rent,Sant Martí,El raval,,,,2,1200.0,,3º,False,False,,a reformar,F,,,,Idealista
668,lease,Ciutat Vella,,Calle Falsa 123,135.0,2,3,,,bajo,,False,,average,F,,,,Fotocasa
,venta,Les Corts,El Born,Calle Falsa 123,81.0,2,2,1913.0,,2º,False,True,,good,F,True,,,Particular
ID_669,rent,Eixample,El Clot,C/ Gran Via 352,97.0,,1,,,ático,True,False,False,a reformar,,True,41.0,,Idealista
ID_670,,Eixample,Diagonal Mar,C/ Mallorca 213,210.0,,,4172.0,935976.0,1º,False,False,,reformado,D,True,,,
ID_671,venta,Eixample,,,44.0,4,1,1809320.0,,,,,,,C,True,,2.1425,
ID_672,buy,Ciutat Vella,,Calle Falsa 123,,,2,372707.0,,1º,False,False,,good,C,True,,2.1014,Fotocasa
ID_673,alquiler,Gràcia,Poble-sec,,,5,,926.0,3372.0,bajo,False,True,,poor,F,,41.36389,,Engel & Völkers
675,VENDER,Unknown,El Born,,,3,1,663203.0,,ático,True,,False,reformado,C,,,2.10399,
ID_675,buy,Gràcia,Poble-sec,Calle Falsa 123,171.0,,2,4686.0,,1º,False,False,,nuevo,F,,41.38731,,
677,rent,Sants-Montjuïc,La Barceloneta,C/ Mallorca 135,,6,1,,,bajo,False,True,,good,E,False,41.38342,,Particular
,rent,Ciutat Vella,El Raval,Passeig de Gràcia,40.0,5,1,,875394.0,bajo,False,,,good,A,,41.0,2.0,Fotocasa
,buy,Eixample,Sagrada Família,Passeig de Gràcia,167.0,,2,215857.0,743443.0,sótano,False,True,,reformado,D,False,41.0,2.0,Fotocasa
ID_679,venta,Unknown,El Born,Calle Falsa 123,,5,,1200.0,363919.0,3º,,True,,good,,,,2.0,Remax
ID_680,buy,gracia,,,96.0,2,,1200.0,6440.0,4º,False,True,,a reformar,E,True,,2.0,
682,lease,Eixample,Les Corts,,116.0,2,3,,926158.0,,,,,nuevo,F,True,41.37819,2.0,
ID_682,lease,Nou Barris,Sant Antoni,Calle Falsa 123,63.0,,,,7367.0,4º,,,True,average,A,False,,2.0,Engel & Völkers
,venta,Ciutat Vella,El Raval,,122.0,,2,,5418.0,4º,,True,,average,D,,,2.13148,Particular
,alquiler,Unknown,El Born,Passeig de Gràcia,,5,,215330.0,5378.0,1º,True,True,,poor,,,,2.0,Housfy
,lease,SANTS,El Raval,,104.0,3,2,1200.0,349065.0,4º,,,,good,B,,41.36907,2.16252,
ID_686,venta,Gràcia,La Barceloneta,,72.0,2,,1200.0,471447.0,,,,True,good,,False,41.0,2.16863,Engel & Völkers
688,venta,Eixampl,El Raval,,105.0,2,,269903.0,395394.0,1º,False,True,False,poor,D,False,,,Engel & Völkers
ID_688,buy,Les Corts,,C/ Aragó 80,125.0,3,2,1200.0,,ático,True,True,False,,G,False,41.0,,Engel & Völkers
,VENDER,Gràcia,Sagrada familia,C/ Diagonal 380,,3,2,1661481.0,,4º,True,True,,,A,True,,2.1033,Remax
,buy,Unknown,La Barceloneta,,172.0,,2,1200.0,,sótano,,True,,nuevo,,False,41.0,,Idealista
ID_691,alquiler,Unknown,Vila de Gràcia,Passeig de Gràcia,,3,,4944.0,362783.0,sótano,,False,False,good,,,,,
,VENDER,gracia,El Clot,,65.0,,,1883.0,,sótano,False,False,,average,,,,2.0,Idealista
,alquiler,Horta-Guinardó,Poble-sec,,90.0,,1,802.0,379254.0,,False,False,,,,True,41.0,,Housfy
ID_694,VENDER,Ciutat Vella,El raval,Passeig de Gràcia,,,,1200.0,,2º,,True,,,G,,41.35087,,Engel & Völkers
ID_695,lease,gracia,Sagrada familia,C/ Mallorca 91,87.0,3,,898629.0,7958.0,sótano,False,,,good,G,True,,2.0,Remax
ID_696,,Unknown,La Barceloneta,Calle Falsa 123,,,2,1200.0,,3º,False,True,,,G,False,,,Particular
ID_697,VENDER,Ciutat Vella,Diagonal Mar,Calle Falsa 123,75.0,3,2,,,ático,True,True,,poor,E,,41.39383,,Idealista
699,,Unknown,,C/ Diagonal 398,82.0,,2,1795561.0,,ático,True,True,,good,,,41.0,2.15004,Engel & Völkers
,,Eixampl,Vila de Gràcia,,78.0,,,,840221.0,3º,True,True,False,good,C,False,41.0,2.1032,Idealista
,buy,Ciutat Vella,El Raval,,194.0,4,2,344020.0,7729.0,1º,False,True,True,good,B,False,41.0,,Remax
,alquiler,Sants-Montjuïc,,C/ Mallorca 400,100.0,,,3315.0,,2º,True,True,,,,,,,Idealista
,,Sant Martí,Diagonal Mar,Passeig de Gràcia,,1,2,1082.0,4216.0,3º,False,True,,a reformar,,True,,2.0,Remax
,VENDER,SANTS,Sant Antoni,C/ Diagonal 387,83.0,,1,1601142.0,,bajo,,,False,nuevo,,True,41.0,,Idealista
,lease,gracia,,,124.0,,1,2988.0,,ático,True,True,False,average,G,,41.0,,
706,lease,Sant Andreu,Sagrada Família,C/ Diagonal 125,105.0,2,1,1000648.0,,2º,False,,,reformado,,True,41.37101,2.0,Remax
707,lease,Les Corts,El raval,C/ Gran Via 101,163.0,4,,570701.0,,ático,False,False,,a reformar,,True,41.36778,2.0,Housfy
,lease,Nou Barris,Vila de Gràcia,,,,1,,889414.0,4º,True,True,False,a reformar,C,False,,2.17283,Housfy
709,alquiler,Ciutat Vella,Sagrada familia,Passeig de Gràcia,,3,1,2091.0,5488.0,3º,False,False,,average,,False,41.39539,,Particular
710,venta,Nou Barris,La Barceloneta,,,,2,,,4º,True,False,,good,,False,,,Engel & Völkers
711,lease,Unknown,Les Corts,C/ Gran Via 326,,3,2,,930404.0,ático,False,,True,reformado,B,True,41.41258,,Remax
,buy,SANTS,El raval,,,3,1,1200.0,,,False,True,,a reformar,B,True,,,Fotocasa
ID_712,,Eixample,Sant Antoni,C/ Diagonal 122,102.0,,,,7627.0,2º,,False,,poor,,,,2.10235,Engel & Völkers
714,alquiler,Eixample,Diagonal Mar,C/ Mallorca 328,,2,2,,,,True,True,,good,E,False,41.0,2.0,Engel & Völkers
,VENDER,Horta-Guinardó,Diagonal Mar,Passeig de Gràcia,,4,1,1200.0,,1º,False,True,True,,,False,,,Particular
ID_715,,Horta-Guinardó,,,,3,,,694892.0,bajo,True,False,,,,True,41.0,2.0,Fotocasa
717,rent,Les Corts,,C/ Diagonal 255,,3,2,2773.0,5279.0,4º,False,,False,good,,True,,,Particular
ID_717,buy,Eixample,Sant Antoni,,95.0,,1,,6902.0,sótano,,False,,a reformar,G,False,,2.21391,Housfy
ID_718,buy,Les Corts,Sagrada Família,Passeig de Gràcia,,,,,,2º,False,False,,,A,False,41.4162,2.15439,
ID_719,,Sants-Montjuïc,El Born,Calle Falsa 123,,,2,1287506.0,,sótano,True,False,,reformado,,False,,2.0,Idealista
ID_720,alquiler,Nou Barris,La Barceloneta,Passeig de Gràcia,,3,2,,,2º,,True,,good,E,True,,,Fotocasa
722,buy,Unknown,El Raval,Calle Falsa 123,69.0,5,,,629046.0,3º,True,False,,,G,False,41.0,,Housfy
ID_722,lease,Les Corts,El Born,C/ Gran Via 116,,3,,1200.0,857091.0,1º,True,True,False,reformado,F,True,,2.0,Engel & Völkers
ID_723,,Unknown,Diagonal Mar,Calle Falsa 123,176.0,,1,,6959.0,3º,True,,,reformado,E,False,,2.0,Particular
725,,Gràcia,El Raval,Passeig de Gràcia,,,1,109745.0,,2º,True,,,nuevo,B,False,,2.21939,Remax
,alquiler,Sant Andreu,Poble-sec,Calle Falsa 123,,,,679.0,,bajo,True,,False,reformado,G,True,,,Housfy
,buy,gracia,El Clot,,,2,3,367359.0,,sótano,False,,,good,F,True,41.42725,2.15398,
,,Eixample,Vila de Gràcia,Passeig de Gràcia,,4,2,395279.0,,ático,False,True,,reformado,A,,,,Idealista
,,Unknown,El raval,C/ Aragó 26,89.0,,1,1200.0,494235.0,2º,False,True,,,G,True,41.0,2.0,Fotocasa
,buy,Eixample,El Clot,Passeig de Gràcia,,4,,484446.0,3582.0,ático,False,True,,average,A,False,,2.0,Particular
731,,Sant Andreu,El Raval,Calle Falsa 123,180.0,1,,,,ático,,,True,reformado,D,False,41.0,2.14529,Remax
ID_731,rent,Nou Barris,La Barceloneta,,109.0,,3,1562.0,7731.0,,,True,True,good,A,True,41.41962,,Housfy
733,venta,Les Corts,El Clot,Passeig de Gràcia,,2,1,,,3º,,True,True,average,C,False,41.0,,
ID_733,buy,Horta-Guinardó,Sagrada familia,,47.0,,2,,,3º,False,,False,average,B,,,2.19331,Fotocasa
735,VENDER,Nou Barris,El raval,,101.0,3,2,220236.0,,2º,,False,False,,D,False,41.0,,Fotocasa
ID_735,VENDER,SANTS,,C/ Aragó 278,,3,,3569.0,5902.0,2º,True,,,good,D,False,,2.0,
ID_736,alquiler,Sants-Montjuïc,La Barceloneta,Passeig de Gràcia,58.0,2,2,,,2º,False,False,,reformado,F,,,,Particular
ID_737,VENDER,Sants-Montjuïc,,,,,1,1200.0,946903.0,1º,,True,False,a reformar,C,False,41.37586,,Fotocasa
ID_738,rent,Sant Martí,El Clot,Passeig de Gràcia,119.0,2,,1200.0,7809.0,sótano,False,False,,nuevo,G,False,41.0,,
,rent,Sant Martí,,Passeig de Gràcia,,2,1,477431.0,,2º,,True,,poor,G,False,,,Particular
ID_740,,Sant Andreu,Sant Antoni,,166.0,,,260640.0,,ático,,,,reformado,G,,,,Particular
ID_741,lease,Unknown,El Born,Calle Falsa 123,67.0,2,2,,777309.0,1º,True,True,,nuevo,E,,41.42504,2.15192,Particular
743,rent,Sarrià-Sant Gervasi,Sagrada Família,Calle Falsa 123,,1,1,3324.0,,2º,True,,,a reformar,,True,41.39361,2.0,Idealista
,VENDER,Sant Martí,Diagonal Mar,,,,1,449202.0,912021.0,,True,True,,,B,False,,2.14779,Remax
ID_744,venta,Sant Andreu,Les Corts,,123.0,,1,,572858.0,3º,False,False,True,nuevo,A,,,2.18269,Idealista
,venta,Horta-Guinardó,,C/ Aragó 28,,3,,1200.0,505646.0,,True,,,nuevo,C,True,,,Idealista
ID_746,rent,Eixample,Sant Antoni,C/ Mallorca 292,223.0,,,1200.0,,1º,,False,,,B,False,,2.0,Engel & Völkers
ID_747,lease,Eixampl,,Calle Falsa 123,,,,,422527.0,2º,True,,,poor,C,False,,,Remax
749,VENDER,Sants-Montjuïc,El Raval,,95.0,,3,,,ático,False,,,,,True,,,Remax
,buy,Gràcia,Sagrada Família,,69.0,,,1429.0,,3º,,False,True,poor,C,False,,2.0,Particular
ID_750,rent,Les Corts,,,,,2,1200.0,769282.0,,False,False,,good,G,True,,2.15457,Engel & Völkers
752,VENDER,Unknown,El Born,Calle Falsa 123,,,2,1200.0,,bajo,False,False,,nuevo,E,True,41.39893,,Particular
ID_752,buy,Sant Martí,La Barceloneta,,,2,,1200.0,564017.0,2º,False,False,,average,F,True,41.0,,Remax
754,VENDER,SANTS,Sant Antoni,,108.0,2,,1200.0,,,True,True,,,G,False,41.36929,,Engel & Völkers
ID_754,buy,Sants-Montjuïc,Sant Antoni,,,2,1,3600.0,,sótano,False,False,True,poor,D,True,41.35992,2.0,Idealista
ID_755,lease,Sarrià-Sant Gervasi,Sagrada familia,Calle Falsa 123,87.0,,3,,3725.0,2º,False,False,,nuevo,G,True,,2.17292,Particular
757,,Horta-Guinardó,El raval,Passeig de Gràcia,,,2,1200.0,,4º,False,False,,good,C,,41.37229,,Remax
758,VENDER,gracia,Les Corts,Calle Falsa 123,141.0,4,2,155679.0,3821.0,sótano,True,False,,poor,E,,41.0,,Housfy
759,rent,Eixample,Vila de Gràcia,Passeig de Gràcia,88.0,3,,,615069.0,1º,True,,,a reformar,,True,41.0,,Particular
ID_759,VENDER,SANTS,Les Corts,Calle Falsa 123,,2,2,,7316.0,bajo,False,True,,average,G,False,41.40706,2.106,Fotocasa
761,lease,Ciutat Vella,Sagrada Família,Passeig de Gràcia,72.0,5,,367251.0,979839.0,1º,,False,,average,G,,41.0,,Engel & Völkers
,buy,gracia,El Born,,122.0,3,,3791.0,,,,,False,a reformar,B,True,,2.12621,Engel & Völkers
,buy,Eixampl,Diagonal Mar,C/ Mallorca 65,,2,2,3459.0,369673.0,sótano,True,,True,poor,,True,41.0,2.0,Particular
,lease,Eixample,El Raval,Passeig de Gràcia,,6,1,1713.0,,bajo,False,True,,good,,,,,
,venta,Eixample,Vila de Gràcia,,189.0,,1,,595173.0,4º,True,True,,nuevo,,False,,,Idealista
ID_765,lease,Eixample,Diagonal Mar,,,3,2,855061.0,,,,True,True,nuevo,G,False,,2.0,Particular
,VENDER,Sants-Montjuïc,Diagonal Mar,,131.0,3,,167877.0,,ático,,False,False,,G,False,41.35422,,Housfy
768,rent,Sants-Montjuïc,,Passeig de Gràcia,,2,1,3369.0,3973.0,2º,False,True,,,D,False,41.3744,2.16694,Housfy
ID_768,rent,Unknown,El Born,C/ Aragó 343,,3,,3464.0,,bajo,True,False,,nuevo,E,,41.42305,2.15887,Housfy
,rent,Sants-Montjuïc,Sant Antoni,,,4,2,4453.0,853811.0,2º,True,False,,a reformar,,,,2.15773,Particular
,buy,Eixampl,,,114.0,2,1,1231.0,4599.0,4º,False,False,False,,A,True,,,Fotocasa
,rent,Les Corts,,C/ Gran Via 24,,2,2,1200.0,5820.0,bajo,True,False,,nuevo,F,,41.3927,,Idealista
,alquiler,Nou Barris,Sagrada Família,,65.0,5,1,1307.0,,bajo,,True,False,,C,,41.0,,Particular
774,,Nou Barris,Diagonal Mar,,102.0,4,2,2205.0,,4º,,False,True,a reformar,,True,41.35067,2.0,Housfy
,rent,Horta-Guinardó,Sagrada familia,,,2,,,7475.0,4º,,True,,,E,False,41.0,2.12125,Idealista
ID_775,lease,Sant Andreu,Diagonal Mar,,85.0,2,,291399.0,,1º,True,True,,reformado,B,True,41.40523,,Engel & Völkers
777,lease,Eixampl,Vila de Gràcia,,86.0,,2,,,bajo,,False,False,nuevo,F,,41.36439,,Housfy
,venta,Gràcia,Sagrada familia,C/ Mallorca 213,,3,2,2123.0,7677.0,sótano,False,False,,average,,True,,,Idealista
,lease,Sant Martí,El Raval,,56.0,,2,177215.0,,2º,True,True,,,C,False,41.0,2.10051,Housfy
ID_779,alquiler,Unknown,Sagrada Família,Passeig de Gràcia,119.0,3,1,1200.0,934198.0,sótano,False,True,True,,A,False,41.36153,2.0,
781,lease,Gràcia,La Barceloneta,,49.0,5,,354856.0,,1º,,False,,average,,True,41.36402,,Engel & Völkers
ID_781,alquiler,Sant Martí,Sagrada familia,,,3,,2784.0,,2º,True,True,,average,F,True,41.0,,Remax
ID_782,lease,Sant Martí,Poble-sec,Passeig de Gràcia,205.0,,2,,765953.0,2º,True,True,True,average,F,False,41.0,2.11689,Housfy
784,VENDER,Sant Andreu,,Calle Falsa 123,90.0,6,,236279.0,6000.0,ático,,False,True,,F,True,,2.21125,Particular
785,VENDER,Sant Martí,,,70.0,,1,1953521.0,,4º,,False,,poor,B,False,,2.18177,Idealista
,lease,Ciutat Vella,Sant Antoni,C/ Aragó 142,87.0,,2,1200.0,,bajo,True,True,,,A,True,41.0,,
ID_786,venta,gracia,La Barceloneta,Passeig de Gràcia,96.0,2,1,,,bajo,True,True,,,D,,,2.0,Particular
,rent,Les Corts,El Born,Calle Falsa 123,,3,,1200.0,6248.0,4º,False,False,True,reformado,B,True,41.0,,Engel & Völkers
,lease,Sants-Montjuïc,El raval,,95.0,,2,1200.0,,1º,True,True,,poor,E,False,41.0,2.10265,Housfy
,venta,Sants-Montjuïc,Sant Antoni,,43.0,3,,920541.0,411161.0,,False,False,,poor,E,False,41.0,2.16252,Fotocasa
791,alquiler,gracia,Les Corts,Passeig de Gràcia,49.0,2,,209346.0,,ático,True,True,,good,B,,41.353,,Idealista
ID_791,,Gràcia,El Born,,104.0,,2,487966.0,,sótano,True,False,True,,G,False,,2.1101,Engel & Völkers
793,VENDER,Sarrià-Sant Gervasi,El Raval,,,2,1,3197.0,583918.0,,True,True,False,good,D,False,,2.17916,Particular
ID_793,venta,Ciutat Vella,La Barceloneta,C/ Mallorca 256,,2,,,,bajo,False,,True,poor,,False,41.0,,Particular
795,VENDER,Les Corts,Vila de Gràcia,C/ Mallorca 108,,3,3,,,1º,,False,True,average,G,False,41.40932,,
796,,gracia,Sagrada Família,Calle Falsa 123,,2,2,1838284.0,525325.0,bajo,True,False,True,,,,41.0,2.0,Fotocasa
ID_796,buy,Sant Andreu,Sant Antoni,C/ Mallorca 305,101.0,3,,1200.0,351983.0,3º,,True,,average,,True,,,Idealista
798,rent,gracia,Sant Antoni,Passeig de Gràcia,,,2,,,bajo,True,,,,D,False,,2.0,
799,venta,Sants-Montjuïc,Vila de Gràcia,C/ Aragó 47,,2,,,,ático,True,,,poor,E,,41.0,,Particular
800,alquiler,Sants-Montjuïc,El Born,,114.0,3,1,430589.0,6671.0,3º,True,True,,,F,,,2.0,Engel & Völkers
801,rent,Nou Barris,La Barceloneta,C/ Aragó 59,113.0,,,1200.0,,2º,,False,,,F,True,41.0,2.0,Fotocasa
,lease,Eixample,Sagrada Família,Passeig de Gràcia,,,,813625.0,,sótano,False,True,,poor,B,,,,Remax
ID_802,lease,Les Corts,El raval,,95.0,3,2,1200.0,,1º,False,,False,good,B,False,41.38742,2.0,Engel & Völkers
804,alquiler,Les Corts,El Born,,108.0,1,,,6167.0,4º,False,True,,,E,,,2.0,Remax
ID_804,rent,Gràcia,,Calle Falsa 123,108.0,,,2327.0,4112.0,sótano,,False,,nuevo,D,True,41.0,2.0,Fotocasa
ID_805,,Gràcia,,,77.0,,,,298035.0,1º,True,False,,,F,,41.36917,2.10287,Housfy
807,alquiler,Sants-Montjuïc,Sagrada familia,Passeig de Gràcia,,2,3,390205.0,828178.0,bajo,False,,,,D,True,41.37294,2.0,Engel & Völkers
808,,Ciutat Vella,El Raval,Passeig de Gràcia,,3,1,588596.0,4744.0,bajo,False,True,,a reformar,D,,,,Fotocasa
809,,Sant Martí,El Clot,,46.0,,,1339188.0,394289.0,ático,,,,poor,G,,,,Housfy
ID_809,rent,Eixampl,El Clot,Calle Falsa 123,173.0,,1,1349.0,,3º,False,,,a reformar,G,,,,Engel & Völkers
ID_810,VENDER,gracia,El Born,,95.0,2,2,1528823.0,8000.0,,True,,False,reformado,,True,,2.1403,Engel & Völkers
812,,Eixample,Poble-sec,,177.0,,1,103993.0,,4º,True,True,,average,D,True,,,Particular
813,alquiler,Gràcia,,Calle Falsa 123,130.0,,1,2490.0,,1º,False,,False,nuevo,E,True,,2.0,Fotocasa
,lease,Les Corts,El raval,C/ Mallorca 36,118.0,3,,1400913.0,5367.0,ático,False,True,,,C,False,,2.18325,Housfy
815,,Ciutat Vella,Sant Antoni,C/ Gran Via 220,,2,,,462022.0,1º,,,False,poor,,False,,2.12489,Housfy
,venta,Gràcia,El Born,,,6,2,4185.0,,2º,,,,average,G,False,,,
,lease,SANTS,Sant Antoni,,,2,2,,481407.0,1º,True,False,False,nuevo,G,True,41.0,2.0,Particular
818,lease,Sants-Montjuïc,,,,,,611609.0,262539.0,sótano,False,,,nuevo,G,False,,2.12668,Particular
ID_818,lease,gracia,Poble-sec,,35.0,6,1,,,sótano,True,False,,,E,True,41.0,,Engel & Völkers
820,VENDER,gracia,El Born,Calle Falsa 123,,2,3,,,sótano,False,False,,nuevo,,True,41.3984,2.0,Housfy
821,rent,SANTS,Diagonal Mar,,109.0,,3,,,ático,True,,,reformado,G,True,41.42042,2.15956,Remax
ID_821,alquiler,SANTS,El Raval,C/ Aragó 334,70.0,,1,480896.0,3511.0,,False,,,good,,,,,Engel & Völkers
ID_822,alquiler,Gràcia,Diagonal Mar,,117.0,6,,1200.0,,4º,False,,,nuevo,E,False,,2.12202,
,,Horta-Guinardó,Sagrada Família,Passeig de Gràcia,,3,3,,,4º,False,True,,a reformar,B,True,,,Remax
825,alquiler,gracia,,C/ Aragó 85,213.0,3,,388024.0,,bajo,,True,,a reformar,E,True,,,
,,SANTS,,Passeig de Gràcia,125.0,,2,,,bajo,True,False,,reformado,A,False,41.40321,2.21456,Remax
827,venta,Eixample,El raval,Passeig de Gràcia,82.0,,,1200.0,730874.0,3º,,True,False,reformado,,True,,,Engel & Völkers
828,VENDER,Nou Barris,El raval,,,2,,586015.0,,3º,False,True,False,good,B,,,,
,lease,Sarrià-Sant Gervasi,,,,,2,130983.0,,1º,,False,False,,A,,41.41711,2.10335,Engel & Völkers
ID_829,lease,gracia,Sagrada familia,,54.0,5,1,1412724.0,6341.0,3º,False,,,average,C,,41.39264,,Engel & Völkers
831,alquiler,Sants-Montjuïc,Vila de Gràcia,,83.0,1,3,,,sótano,,True,False,reformado,D,True,41.4135,2.0,Fotocasa
832,alquiler,Unknown,Vila de Gràcia,,53.0,,2,4525.0,,sótano,False,True,,average,A,True,,2.14618,Particular
,lease,gracia,El Clot,Passeig de Gràcia,,,2,,492116.0,1º,True,False,,,B,,,,Fotocasa
,buy,Sants-Montjuïc,El Born,Passeig de Gràcia,,3,,,521853.0,ático,,True,True,,G,False,41.0,,Fotocasa
835,VENDER,Sants-Montjuïc,El Raval,Calle Falsa 123,,3,,1689660.0,5701.0,,True,False,,nuevo,A,False,41.0,2.1086,Idealista
836,buy,Gràcia,Diagonal Mar,Calle Falsa 123,,,2,1200.0,931032.0,1º,True,True,False,average,D,False,,,Fotocasa
ID_836,alquiler,Sarrià-Sant Gervasi,El Clot,Calle Falsa 123,,2,1,,,4º,True,False,,reformado,A,True,41.0,,
838,venta,Sant Andreu,Sagrada Família,,173.0,3,,955076.0,296831.0,3º,,True,,nuevo,D,,41.0,,Particular
ID_838,VENDER,Gràcia,El Born,Calle Falsa 123,61.0,,3,382441.0,,2º,True,,True,,G,True,41.0,,Fotocasa
840,,Gràcia,Les Corts,,,,,,42282.0,4º,True,,,poor,E,,,2.0,Fotocasa
,alquiler,SANTS,,Calle Falsa 123,85.0,,,3058.0,4136.0,,,False,True,nuevo,G,False,41.0,2.0,Particular
ID_841,alquiler,Eixampl,La Barceloneta,C/ Gran Via 97,101.0,3,1,,,3º,False,,,average,G,False,41.35898,2.0,
